,name,location,price,rating,quality,review,bed,size,distance from centure,room_type,nights,adults,free_canelation
10800,Courcelles Etoile,"17th arr., Paris","IRR 5,286,344",8.2,Very good,"1,714 reviews","2 beds (1 double, 1 sofa bed)",,5,Suite Exécutive,1 night, 3 adults,
10801,Hôtel Korner Etoile,"17th arr., Paris","IRR 8,722,467",8.3,Very good,"1,720 reviews",Multiple bed types,,5.3,Triple Room,1 night, 3 adults,
10802,Hipotel Paris Printania Maraichers,"20th arr., Paris","IRR 3,804,565",5.1,Review score,784 reviews,Multiple bed types,,4.3,Triple Room (3 Adults),1 night, 3 adults,
10803,Hotel CIS Paris Maurice Ravel,"12th arr., Paris","IRR 5,927,113",7.3,Good,"3,315 reviews",4 single beds,,4.7,Quadruple Room,1 night, 3 adults,
10804,Hotel Le Rocroy,"10th arr., Paris","IRR 8,129,756",8.1,Very good,"1,486 reviews","2 beds (1 double, 1 sofa bed)",,2.6,Executive Room,1 night, 3 adults,
10805,Hôtel Moderniste,"15th arr., Paris","IRR 11,173,408",9.1,Superb,"1,668 reviews",Multiple bed types,,4.9,Large Triple Room,1 night, 3 adults,
10806,Hotel Marena,"9th arr., Paris","IRR 7,488,987",7.9,Good,"1,552 reviews","2 beds (1 single, 1 large double)",,2.6,Standard Triple Room,1 night, 3 adults,
10807,UCPA SPORT STATION HOSTEL PARIS,"19th arr., Paris","IRR 6,367,641",8.0,Very good,"5,921 reviews",4 single beds,,4.6,Quadruple Room,1 night, 3 adults,
10808,ibis Budget Paris La Villette 19ème,"19th arr., Paris","IRR 6,740,088",7.2,Good,"14,004 reviews","2 beds (1 double, 1 bunk bed)",,3.6,Room with One Queen Bed and One Bunk Bed,1 night, 3 adults,
10809,Hôtel Jarry Confort,"10th arr., Paris","IRR 4,885,863",6.1,Review score,"3,864 reviews","2 beds (1 single, 1 double)",,2,Triple Room,1 night, 3 adults,
10810,Charming two bedroom Wagram 17th,"17th arr., Paris","IRR 3,964,758",7.1,Good,8 reviews,"2 beds (1 single, 1 large double)",45m²,4.9,Two-Bedroom Apartment,1 night, 3 adults,
10811,Lennon by Avalon Hotel Paris Gare du Nord,"10th arr., Paris","IRR 6,908,290",7.4,Good,"2,242 reviews","2 beds (1 single, 1 double)",,2.7,Triple Room,1 night, 3 adults,
10812,Ciel de Paris,"11th arr., Paris","IRR 4,004,806",4.7,Review score,169 reviews,3 bunk beds,,2.7,Double Room,1 night, 3 adults,
10813,Saint Georges Lafayette,"9th arr., Paris","IRR 7,929,515",7.8,Good,"2,193 reviews",3 single beds,,2.8,Triple Room,1 night, 3 adults,
10814,My Nest Inn Paris Quartier Latin - 27m2 - Rénové,"5th arr., Paris","IRR 5,766,520",8.5,Very good,97 reviews,"2 beds (1 single, 1 double)",27m²,2,One-Bedroom Apartment,1 night, 3 adults,
10815,Moulin Vert,"14th arr., Paris","IRR 6,607,930",6.8,Review score,"1,583 reviews","2 beds (1 single, 1 double)",,3.6,Triple Room,1 night, 3 adults,
10816,Hôtel Léna,"10th arr., Paris","IRR 9,731,678",7.7,Good,"1,979 reviews","2 beds (1 single, 1 double)",,2.4,Superior Triple Room,1 night, 3 adults,
10817,Ibis Budget Paris porte de la Chapelle - Aréna,"18th arr., Paris","IRR 6,696,035",6.9,Review score,"4,623 reviews","2 beds (1 bunk bed, 1 large double)",,5,Standard Double Room with One Bunk Bed,1 night, 3 adults,
10818,Montparnasse Daguerre,"14th arr., Paris","IRR 9,971,966",8.0,Very good,"2,186 reviews","2 beds (1 sofa bed, 1 large double)",25m²,3,Junior Suite,1 night, 3 adults,
10819,Hotel Sacha,"9th arr., Paris","IRR 10,412,495",8.1,Very good,"1,406 reviews",3 single beds,,2.7,Comfort Triple Room,1 night, 3 adults,
10820,"voco Paris Montparnasse, an IHG Hotel","14th arr., Paris","IRR 11,573,889",8.3,Very good,"3,637 reviews","2 beds (1 extra-large double, 1 sofa bed)",,2.9,Premium King Room with Sofa Bed,1 night, 3 adults,
10821,Le Nest by Sweet Inn,"17th arr., Paris","IRR 13,925,911",8.8,Fabulous,667 reviews,"2 beds (1 single, 1 double)",,3.5,Junior Suite,1 night, 3 adults,
10822,Apart hotel Centre de Paris by Studio prestige,"10th arr., Paris","IRR 11,942,331",8.0,Very good,246 reviews,Multiple bed types,,1.7,Deluxe Family Suite,1 night, 3 adults,
10823,CMG Résidence Bastille - Saint Antoine,"12th arr., Paris","IRR 4,565,479",7.3,Good,60 reviews,"2 beds (1 double, 1 sofa bed)",30m²,2,Studio,1 night, 3 adults,
10824,Hôtel Sanso by HappyCulture,"13th arr., Paris","IRR 10,212,255",8.6,Fabulous,"3,280 reviews","2 beds (1 single, 1 large double)",,3.5,Triple Room,1 night, 3 adults,
10825,Courcelles Etoile,"17th arr., Paris","IRR 5,286,344",8.2,Very good,"1,714 reviews","2 beds (1 double, 1 sofa bed)",,5,Suite Exécutive,1 night, 3 adults,
10826,Hôtel Korner Etoile,"17th arr., Paris","IRR 8,722,467",8.3,Very good,"1,720 reviews",Multiple bed types,,5.3,Triple Room,1 night, 3 adults,
10827,Hipotel Paris Printania Maraichers,"20th arr., Paris","IRR 3,804,565",5.1,Review score,784 reviews,Multiple bed types,,4.3,Triple Room (3 Adults),1 night, 3 adults,
10828,Hotel CIS Paris Maurice Ravel,"12th arr., Paris","IRR 5,927,113",7.3,Good,"3,315 reviews",4 single beds,,4.7,Quadruple Room,1 night, 3 adults,
10829,Hotel Le Rocroy,"10th arr., Paris","IRR 8,129,756",8.1,Very good,"1,486 reviews","2 beds (1 double, 1 sofa bed)",,2.6,Executive Room,1 night, 3 adults,
10830,Hôtel Moderniste,"15th arr., Paris","IRR 11,173,408",9.1,Superb,"1,668 reviews",Multiple bed types,,4.9,Large Triple Room,1 night, 3 adults,
10831,Hotel Marena,"9th arr., Paris","IRR 7,488,987",7.9,Good,"1,552 reviews","2 beds (1 single, 1 large double)",,2.6,Standard Triple Room,1 night, 3 adults,
10832,UCPA SPORT STATION HOSTEL PARIS,"19th arr., Paris","IRR 6,367,641",8.0,Very good,"5,921 reviews",4 single beds,,4.6,Quadruple Room,1 night, 3 adults,
10833,ibis Budget Paris La Villette 19ème,"19th arr., Paris","IRR 6,740,088",7.2,Good,"14,004 reviews","2 beds (1 double, 1 bunk bed)",,3.6,Room with One Queen Bed and One Bunk Bed,1 night, 3 adults,
10834,Hôtel Jarry Confort,"10th arr., Paris","IRR 4,885,863",6.1,Review score,"3,864 reviews","2 beds (1 single, 1 double)",,2,Triple Room,1 night, 3 adults,
10835,Charming two bedroom Wagram 17th,"17th arr., Paris","IRR 3,964,758",7.1,Good,8 reviews,"2 beds (1 single, 1 large double)",45m²,4.9,Two-Bedroom Apartment,1 night, 3 adults,
10836,Eiffel Villa Garibaldi,"15th arr., Paris","IRR 8,650,380",7.5,Good,"1,849 reviews",Multiple bed types,,3.5,Triple Room,1 night, 3 adults,
10837,Ciel de Paris,"11th arr., Paris","IRR 4,004,806",4.7,Review score,169 reviews,3 bunk beds,,2.7,Double Room,1 night, 3 adults,
10838,My Nest Inn Paris Quartier Latin - 27m2 - Rénové,"5th arr., Paris","IRR 5,766,520",8.5,Very good,97 reviews,"2 beds (1 single, 1 double)",27m²,2,One-Bedroom Apartment,1 night, 3 adults,
10839,Moulin Vert,"14th arr., Paris","IRR 6,607,930",6.8,Review score,"1,583 reviews","2 beds (1 single, 1 double)",,3.6,Triple Room,1 night, 3 adults,
10840,Hôtel Léna,"10th arr., Paris","IRR 9,731,678",7.7,Good,"1,979 reviews","2 beds (1 single, 1 double)",,2.4,Superior Triple Room,1 night, 3 adults,
10841,Ibis Budget Paris porte de la Chapelle - Aréna,"18th arr., Paris","IRR 6,696,035",6.9,Review score,"4,623 reviews","2 beds (1 bunk bed, 1 large double)",,5,Standard Double Room with One Bunk Bed,1 night, 3 adults,
10842,Hotel Sacha,"9th arr., Paris","IRR 10,412,495",8.1,Very good,"1,406 reviews",3 single beds,,2.7,Comfort Triple Room,1 night, 3 adults,
10843,"voco Paris Montparnasse, an IHG Hotel","14th arr., Paris","IRR 11,573,889",8.3,Very good,"3,637 reviews","2 beds (1 extra-large double, 1 sofa bed)",,2.9,Premium King Room with Sofa Bed,1 night, 3 adults,
10844,Le Nest by Sweet Inn,"17th arr., Paris","IRR 13,925,911",8.8,Fabulous,667 reviews,"2 beds (1 single, 1 double)",,3.5,Junior Suite,1 night, 3 adults,
10845,CMG Résidence Bastille - Saint Antoine,"12th arr., Paris","IRR 4,565,479",7.3,Good,60 reviews,"2 beds (1 double, 1 sofa bed)",30m²,2,Studio,1 night, 3 adults,
10846,Hôtel Sanso by HappyCulture,"13th arr., Paris","IRR 10,212,255",8.6,Fabulous,"3,280 reviews","2 beds (1 single, 1 large double)",,3.5,Triple Room,1 night, 3 adults,
10847,"The Originals City, Hôtel Lecourbe, Paris Tour Eiffel (Inter-Hotel)","15th arr., Paris","IRR 8,329,996",7.9,Good,"1,911 reviews",Multiple bed types,,3.4,Quadruple Room,1 night, 3 adults,
10848,Hotel Campanile Paris-Bercy Village,"12th arr., Paris","IRR 10,372,447",7.9,Good,"7,580 reviews",3 single beds,,3.6,Triple Room,1 night, 3 adults,
10849,Hotel Puy De Dôme,"18th arr., Paris","IRR 8,410,092",8.1,Very good,"1,742 reviews","2 beds (1 single, 1 double)",,4.4,Standard Triple Room,1 night, 3 adults,Free cancellation
10850,Hôtel Moderniste,"15th arr., Paris","IRR 11,173,408",9.1,Superb,"1,668 reviews",Multiple bed types,,4.9,Large Triple Room,1 night, 3 adults,
10851,Courcelles Etoile,"17th arr., Paris","IRR 5,286,344",8.2,Very good,"1,714 reviews","2 beds (1 double, 1 sofa bed)",,5,Suite Exécutive,1 night, 3 adults,
10852,Hotel CIS Paris Maurice Ravel,"12th arr., Paris","IRR 5,927,113",7.3,Good,"3,315 reviews",4 single beds,,4.7,Quadruple Room,1 night, 3 adults,
10853,Apart hotel Centre de Paris by Studio prestige,"10th arr., Paris","IRR 11,942,331",8.0,Very good,246 reviews,Multiple bed types,,1.7,Deluxe Family Suite,1 night, 3 adults,
10855,UCPA SPORT STATION HOSTEL PARIS,"19th arr., Paris","IRR 6,367,641",8.0,Very good,"5,921 reviews",4 single beds,,4.6,Quadruple Room,1 night, 3 adults,
10856,Le Nest by Sweet Inn,"17th arr., Paris","IRR 13,925,911",8.8,Fabulous,667 reviews,"2 beds (1 single, 1 double)",,3.5,Junior Suite,1 night, 3 adults,
10857,Hotel du Collectionneur,"8th arr., Paris","IRR 31,197,437",8.3,Very good,"3,511 reviews",2 double beds,,4,Deluxe Room with 2 Double Beds,1 night, 3 adults,
10858,Mode Paris Aparthotel,"16th arr., Paris","IRR 19,881,858",9.2,Superb,480 reviews,"2 beds (1 double, 1 sofa bed)",25m²,5,Standard Triple Studio,1 night, 3 adults,
10859,My Nest Inn Paris Quartier Latin - 27m2 - Rénové,"5th arr., Paris","IRR 5,766,520",8.5,Very good,97 reviews,"2 beds (1 single, 1 double)",27m²,2,One-Bedroom Apartment,1 night, 3 adults,
10860,Odéon - Notre Dame Paris Climatisé-Wifi,"6th arr., Paris","IRR 9,491,390",9.1,Superb,350 reviews,"2 beds (1 sofa bed, 1 large double)",28m²,1.1,One-Bedroom Apartment,1 night, 3 adults,
10861,Jardin Saint Honoré Apartments,"1st arr., Paris","IRR 8,650,380",9.3,Superb,664 reviews,"2 beds (1 sofa bed, 1 large double)",41m²,0.8,One-Bedroom Apartment - 6th Floor,1 night, 3 adults,
10862,Hotel Opera Maintenon,"1st arr., Paris","IRR 11,814,177",8.3,Very good,"1,526 reviews",3 single beds,,1.6,Triple Room with 3 Single Beds,1 night, 3 adults,
10863,Hotel Le Rocroy,"10th arr., Paris","IRR 8,129,756",8.1,Very good,"1,486 reviews","2 beds (1 double, 1 sofa bed)",,2.6,Executive Room,1 night, 3 adults,
10864,"The Originals City, Hôtel Lecourbe, Paris Tour Eiffel (Inter-Hotel)","15th arr., Paris","IRR 8,329,996",7.9,Good,"1,911 reviews",Multiple bed types,,3.4,Quadruple Room,1 night, 3 adults,
10865,Elysées Ceramic,"8th arr., Paris","IRR 12,623,949",8.3,Very good,"4,078 reviews","2 beds (1 single, 1 double)",,4.5,Triple Standard,1 night, 3 adults,
10866,Grand Hôtel Des Gobelins,"13th arr., Paris","IRR 8,249,900",8.2,Very good,"2,193 reviews","2 beds (1 sofa bed, 1 large double)",24m²,2.1,Classic Suite,1 night, 3 adults,
10867,Le Patio Bastille,"11th arr., Paris","IRR 17,661,193",8.3,Very good,"2,481 reviews","3 beds (2 singles, 1 double)",,3,Junior Suite Quadruple,1 night, 3 adults,
10868,"voco Paris Montparnasse, an IHG Hotel","14th arr., Paris","IRR 11,573,889",8.3,Very good,"3,637 reviews","2 beds (1 extra-large double, 1 sofa bed)",,2.9,Premium King Room with Sofa Bed,1 night, 3 adults,
10869,WIT Hotel,"9th arr., Paris","IRR 8,788,546",7.1,Good,"3,300 reviews","2 beds (1 double, 1 sofa bed)",,1.9,Triple Room,1 night, 3 adults,
10870,Lavie Maison face Palais Royal,"1st arr., Paris","IRR 4,645,575",7.8,Good,13 reviews,"2 beds (1 double, 1 sofa bed)",27m²,1.5,Apartment,1 night, 3 adults,
10871,Hotel Paris Villette,"19th arr., Paris","IRR 7,529,035",7.6,Good,"1,267 reviews",Multiple bed types,,4.3,Triple Room,1 night, 3 adults,
10872,Hotel Campanile Paris-Bercy Village,"12th arr., Paris","IRR 10,372,447",7.9,Good,"7,580 reviews",3 single beds,,3.6,Triple Room,1 night, 3 adults,
10873,Royal Saint Michel,"5th arr., Paris","IRR 11,317,581",8.0,Very good,"1,830 reviews","3 beds (2 singles, 1 sofa bed)",,0.7,Triple Room - Street View,1 night, 3 adults,
10874,Hotel Marena,"9th arr., Paris","IRR 7,488,987",7.9,Good,"1,552 reviews","2 beds (1 single, 1 large double)",,2.6,Standard Triple Room,1 night, 3 adults,
10900,Hotel Acta Madfor,"Moncloa-Aravaca, Madrid","IRR 61,353,624",8.3,Very good,"3,675 reviews",Multiple bed types,,1.6,Comfort Triple Room,5 nights, 3 adults,
10901,AP Hotel Madrid Airport,"Barajas, Madrid","IRR 56,450,140",7.1,Good,"1,984 reviews",3 single beds,,13.6,Triple Room - Single Beds,5 nights, 3 adults,
10902,Vincci Capitol,"Centro, Madrid","IRR 98,061,674",8.7,Fabulous,"8,476 reviews",Multiple bed types,,500,Double Room with Extra Bed,5 nights, 3 adults,
10904,Vincci Soma,"Salamanca, Madrid","IRR 107,929,515",8.3,Very good,"6,327 reviews",Multiple bed types,,2.3,Triple Room,5 nights, 3 adults,
10905,Apartamentos Puzzle Madrid Sol,"Centro, Madrid","IRR 66,880,256",7.4,Good,455 reviews,"2 beds (1 double, 1 sofa bed)",35m²,200,Apartment - Split Level,5 nights, 3 adults,
10906,Barceló Torre de Madrid,"Moncloa-Aravaca, Madrid","IRR 178,774,529",8.7,Fabulous,"3,142 reviews","2 beds (1 extra-large double, 1 sofa bed)",55m²,1.1,One-Bedroom Suite (3 Adults),5 nights, 3 adults,
10909,Hotel Freedom,"Centro, Madrid","IRR 85,903,084",8.4,Very good,"1,084 reviews",1 large double bed,,0.6,Family Suite,5 nights, 3 adults,
10910,Hotel Nuevo Boston,"San Blas, Madrid","IRR 51,027,233",8.5,Very good,"10,370 reviews",Multiple bed types,,11.3,Triple Room,5 nights, 3 adults,
10913,60 Balconies Iconic,"Centro, Madrid","IRR 149,167,801",9.2,Superb,"1,084 reviews","2 beds (1 double, 1 sofa bed)",39m²,400,Apartment with Terrace,5 nights, 3 adults,
10914,Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Centro, Madrid","IRR 209,451,342",9.2,Superb,"1,165 reviews",Multiple bed types,,0.6,Suprême Family room,5 nights, 3 adults,
10919,Apartamentos Salvia 4,"Tetuan, Madrid","IRR 67,921,506",8.1,Very good,628 reviews,"3 beds (2 singles, 1 sofa bed)",55m²,5.2,Apartament,5 nights, 3 adults,
10925,Hotel Nuevo Boston,"San Blas, Madrid","IRR 51,027,233",8.5,Very good,"10,370 reviews",Multiple bed types,,11.3,Triple Room,5 nights, 3 adults,
10927,Hotel Acta Madfor,"Moncloa-Aravaca, Madrid","IRR 61,353,624",8.3,Very good,"3,675 reviews",Multiple bed types,,1.6,Comfort Triple Room,5 nights, 3 adults,
10928,Vincci Capitol,"Centro, Madrid","IRR 98,061,674",8.7,Fabulous,"8,476 reviews",Multiple bed types,,500,Double Room with Extra Bed,5 nights, 3 adults,
10930,Apartamentos Salvia 4,"Tetuan, Madrid","IRR 67,921,506",8.1,Very good,628 reviews,"3 beds (2 singles, 1 sofa bed)",55m²,5.2,Apartament,5 nights, 3 adults,
10931,Vincci Soma,"Salamanca, Madrid","IRR 107,929,515",8.3,Very good,"6,327 reviews",Multiple bed types,,2.3,Triple Room,5 nights, 3 adults,
10932,AP Hotel Madrid Airport,"Barajas, Madrid","IRR 56,450,140",7.1,Good,"1,984 reviews",3 single beds,,13.6,Triple Room - Single Beds,5 nights, 3 adults,
10934,L&H La Latina Selection,"Centro, Madrid","IRR 91,176,211",8.9,Fabulous,"2,834 reviews","2 beds (1 double, 1 sofa bed)",,1.1,Triple Room Ground Floor,5 nights, 3 adults,
10935,CH Plaza D'Ort Rooms Madrid,"Centro, Madrid","IRR 46,476,572",5.6,Review score,"1,953 reviews","2 beds (1 single, 1 double)",,300,Double Room with Extra Bed,5 nights, 3 adults,
10936,Apartamentos Puzzle Madrid Sol,"Centro, Madrid","IRR 66,880,256",7.4,Good,455 reviews,"2 beds (1 double, 1 sofa bed)",35m²,200,Apartment - Split Level,5 nights, 3 adults,
10938,Hostal Oporto,"Centro, Madrid","IRR 45,694,834",7.2,Good,"2,438 reviews","2 beds (1 single, 1 double)",,0.5,Basic Triple Room,5 nights, 3 adults,
10939,Hotel Freedom,"Centro, Madrid","IRR 85,903,084",8.4,Very good,"1,084 reviews",1 large double bed,,0.6,Family Suite,5 nights, 3 adults,
10941,Barceló Torre de Madrid,"Moncloa-Aravaca, Madrid","IRR 178,774,529",8.7,Fabulous,"3,142 reviews","2 beds (1 extra-large double, 1 sofa bed)",55m²,1.1,One-Bedroom Suite (3 Adults),5 nights, 3 adults,
10942,LaVida Rooms Madrid,"Carabanchel, Madrid","IRR 50,160,192",5.6,Review score,43 reviews,"2 beds (1 double, 1 sofa bed)",,3.9,Budget Double Room,5 nights, 3 adults,
10947,Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Centro, Madrid","IRR 209,451,342",9.2,Superb,"1,165 reviews",Multiple bed types,,0.6,Suprême Family room,5 nights, 3 adults,
10948,60 Balconies Iconic,"Centro, Madrid","IRR 149,167,801",9.2,Superb,"1,084 reviews","2 beds (1 double, 1 sofa bed)",39m²,400,Apartment with Terrace,5 nights, 3 adults,
10950,Hotel Acta Madfor,"Moncloa-Aravaca, Madrid","IRR 61,353,624",8.3,Very good,"3,675 reviews",Multiple bed types,,1.6,Comfort Triple Room,5 nights, 3 adults,
10951,AP Hotel Madrid Airport,"Barajas, Madrid","IRR 56,450,140",7.1,Good,"1,984 reviews",3 single beds,,13.6,Triple Room - Single Beds,5 nights, 3 adults,
10952,Vincci Capitol,"Centro, Madrid","IRR 98,061,674",8.7,Fabulous,"8,476 reviews",Multiple bed types,,500,Double Room with Extra Bed,5 nights, 3 adults,
10953,Sterling,"Centro, Madrid","IRR 64,877,853",8.0,Very good,"1,842 reviews",Multiple bed types,,0.8,Triple Room,5 nights, 3 adults,
10954,Vincci Soma,"Salamanca, Madrid","IRR 107,929,515",8.3,Very good,"6,327 reviews",Multiple bed types,,2.3,Triple Room,5 nights, 3 adults,
10955,Apartamentos Puzzle Madrid Sol,"Centro, Madrid","IRR 66,880,256",7.4,Good,455 reviews,"2 beds (1 double, 1 sofa bed)",35m²,200,Apartment - Split Level,5 nights, 3 adults,
10956,L&H La Latina Selection,"Centro, Madrid","IRR 91,176,211",8.9,Fabulous,"2,834 reviews","2 beds (1 double, 1 sofa bed)",,1.1,Triple Room Ground Floor,5 nights, 3 adults,
10957,Hotel Regina,"Centro, Madrid","IRR 160,192,231",9.3,Superb,"9,371 reviews",Multiple bed types,,300,Alcalá Junior Suite,5 nights, 3 adults,
10958,Hotel Freedom,"Centro, Madrid","IRR 85,903,084",8.4,Very good,"1,084 reviews",1 large double bed,,0.6,Family Suite,5 nights, 3 adults,
10959,Barceló Torre de Madrid,"Moncloa-Aravaca, Madrid","IRR 178,774,529",8.7,Fabulous,"3,142 reviews","2 beds (1 extra-large double, 1 sofa bed)",55m²,1.1,One-Bedroom Suite (3 Adults),5 nights, 3 adults,
10960,Hotel Nuevo Boston,"San Blas, Madrid","IRR 51,027,233",8.5,Very good,"10,370 reviews",Multiple bed types,,11.3,Triple Room,5 nights, 3 adults,
10961,Regente Hotel,"Centro, Madrid","IRR 132,238,686",8.3,Very good,"5,136 reviews",Beds: 1 double or 2 singles,,350,Family Suite,5 nights, 3 adults,
10962,Victoria 4 Puerta del Sol,"Centro, Madrid","IRR 106,127,353",8.2,Very good,"1,592 reviews",3 single beds,,150,Triple Room,5 nights, 3 adults,
10963,60 Balconies Iconic,"Centro, Madrid","IRR 149,167,801",9.2,Superb,"1,084 reviews","2 beds (1 double, 1 sofa bed)",39m²,400,Apartment with Terrace,5 nights, 3 adults,
10964,Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Centro, Madrid","IRR 209,451,342",9.2,Superb,"1,165 reviews",Multiple bed types,,0.6,Suprême Family room,5 nights, 3 adults,
10965,Hostal Matheu,"Centro, Madrid","IRR 90,068,082",7.3,Good,519 reviews,Multiple bed types,,150,Triple Room,5 nights, 3 adults,
10966,Hard Rock Hotel Madrid,"Arganzuela, Madrid","IRR 216,860,232",8.9,Fabulous,"5,519 reviews",1 large double bed,,1.3,Gold Suite Terrace,5 nights, 3 adults,
10967,"Casa de las Artes, member of Meliá Collection","Centro, Madrid","IRR 297,156,588",8.2,Very good,"1,780 reviews",2 extra-large double beds,,0.8,Two Bedroom The Fine Arts Suite with Terrace,5 nights, 3 adults,
10968,Apartamento Julió 11-102,"Usera, Madrid","IRR 45,054,065",1.0,Review score,1 review,4 double beds,,3.4,Apartment,5 nights, 3 adults,
10969,Apartamentos Salvia 4,"Tetuan, Madrid","IRR 67,921,506",8.1,Very good,628 reviews,"3 beds (2 singles, 1 sofa bed)",55m²,5.2,Apartament,5 nights, 3 adults,
10970,Hostal Oporto,"Centro, Madrid","IRR 45,694,834",7.2,Good,"2,438 reviews","2 beds (1 single, 1 double)",,0.5,Basic Triple Room,5 nights, 3 adults,
10971,CH Plaza D'Ort Rooms Madrid,"Centro, Madrid","IRR 46,476,572",5.6,Review score,"1,953 reviews","2 beds (1 single, 1 double)",,300,Double Room with Extra Bed,5 nights, 3 adults,
10972,Apartamento Costa de Madrid,Madrid,"IRR 33,840,609",7.9,Good,10 reviews,"4 beds (2 singles, 1 double, 1 sofa bed)",60m²,56.5,Two-Bedroom Apartment,5 nights, 3 adults,
10973,"Apartment close to Airport, Ifema","San Blas, Madrid","IRR 66,079,295",7.7,Good,167 reviews,"3 beds (2 doubles, 1 sofa bed)",,11.3,Family Double Room,5 nights, 3 adults,
10974,LaVida Rooms Madrid,"Carabanchel, Madrid","IRR 50,160,192",5.6,Review score,43 reviews,"2 beds (1 double, 1 sofa bed)",,3.9,Budget Double Room,5 nights, 3 adults,
10975,Hotel Acta Madfor,"Moncloa-Aravaca, Madrid","IRR 61,353,624",8.3,Very good,"3,675 reviews",Multiple bed types,,1.6,Comfort Triple Room,5 nights, 3 adults,
10976,Vincci Capitol,"Centro, Madrid","IRR 98,061,674",8.7,Fabulous,"8,476 reviews",Multiple bed types,,500,Double Room with Extra Bed,5 nights, 3 adults,
10977,Hotel Nuevo Boston,"San Blas, Madrid","IRR 51,027,233",8.5,Very good,"10,370 reviews",Multiple bed types,,11.3,Triple Room,5 nights, 3 adults,
10978,Vincci Soma,"Salamanca, Madrid","IRR 107,929,515",8.3,Very good,"6,327 reviews",Multiple bed types,,2.3,Triple Room,5 nights, 3 adults,
10979,AP Hotel Madrid Airport,"Barajas, Madrid","IRR 56,450,140",7.1,Good,"1,984 reviews",3 single beds,,13.6,Triple Room - Single Beds,5 nights, 3 adults,
10980,L&H La Latina Selection,"Centro, Madrid","IRR 91,176,211",8.9,Fabulous,"2,834 reviews","2 beds (1 double, 1 sofa bed)",,1.1,Triple Room Ground Floor,5 nights, 3 adults,
10981,Apartamentos Puzzle Madrid Sol,"Centro, Madrid","IRR 66,880,256",7.4,Good,455 reviews,"2 beds (1 double, 1 sofa bed)",35m²,200,Apartment - Split Level,5 nights, 3 adults,
10982,Hotel Freedom,"Centro, Madrid","IRR 85,903,084",8.4,Very good,"1,084 reviews",1 large double bed,,0.6,Family Suite,5 nights, 3 adults,
10983,Barceló Torre de Madrid,"Moncloa-Aravaca, Madrid","IRR 178,774,529",8.7,Fabulous,"3,142 reviews","2 beds (1 extra-large double, 1 sofa bed)",55m²,1.1,One-Bedroom Suite (3 Adults),5 nights, 3 adults,
10984,Apartamento Julió 11-102,"Usera, Madrid","IRR 45,054,065",1.0,Review score,1 review,4 double beds,,3.4,Apartment,5 nights, 3 adults,
10985,Sterling,"Centro, Madrid","IRR 58,390,068",8.0,Very good,"1,842 reviews",Multiple bed types,,0.8,Triple Room,5 nights, 3 adults,
10986,Hotel Regina,"Centro, Madrid","IRR 160,192,231",9.3,Superb,"9,371 reviews",Multiple bed types,,300,Alcalá Junior Suite,5 nights, 3 adults,
10987,Victoria 4 Puerta del Sol,"Centro, Madrid","IRR 106,127,353",8.2,Very good,"1,592 reviews",3 single beds,,150,Triple Room,5 nights, 3 adults,
10988,Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Centro, Madrid","IRR 209,451,342",9.2,Superb,"1,165 reviews",Multiple bed types,,0.6,Suprême Family room,5 nights, 3 adults,
10989,60 Balconies Iconic,"Centro, Madrid","IRR 149,167,801",9.2,Superb,"1,084 reviews","2 beds (1 double, 1 sofa bed)",39m²,400,Apartment with Terrace,5 nights, 3 adults,
10990,Hostal Matheu,"Centro, Madrid","IRR 81,061,274",7.3,Good,519 reviews,Multiple bed types,,150,Triple Room,5 nights, 3 adults,
10991,Regente Hotel,"Centro, Madrid","IRR 132,238,686",8.3,Very good,"5,136 reviews",Beds: 1 double or 2 singles,,350,Family Suite,5 nights, 3 adults,
10992,Hard Rock Hotel Madrid,"Arganzuela, Madrid","IRR 216,860,232",8.9,Fabulous,"5,519 reviews",1 large double bed,,1.3,Gold Suite Terrace,5 nights, 3 adults,
10993,"Casa de las Artes, member of Meliá Collection","Centro, Madrid","IRR 297,156,588",8.2,Very good,"1,780 reviews",2 extra-large double beds,,0.8,Two Bedroom The Fine Arts Suite with Terrace,5 nights, 3 adults,
10994,Apartamentos Salvia 4,"Tetuan, Madrid","IRR 67,921,506",8.1,Very good,628 reviews,"3 beds (2 singles, 1 sofa bed)",55m²,5.2,Apartament,5 nights, 3 adults,
10995,Apartamento Costa de Madrid,Madrid,"IRR 30,456,548",7.9,Good,10 reviews,"4 beds (2 singles, 1 double, 1 sofa bed)",60m²,56.5,Two-Bedroom Apartment,5 nights, 3 adults,
10996,CH Plaza D'Ort Rooms Madrid,"Centro, Madrid","IRR 46,476,572",5.6,Review score,"1,953 reviews","2 beds (1 single, 1 double)",,300,Double Room with Extra Bed,5 nights, 3 adults,
10997,Hostal Oporto,"Centro, Madrid","IRR 45,694,834",7.2,Good,"2,438 reviews","2 beds (1 single, 1 double)",,0.5,Basic Triple Room,5 nights, 3 adults,
